최근성_R,빈도_F,총금액_M,RFM_SCORE,최근성_R_R,빈도_F_F,총금액_M_M
0.8873118591765822,0.013405161613630664,0.03293769941959636,3,3,4,5
0.9996873237706521,0.052493109496366805,0.06224437422881691,7,5,5,5
0.7748507808530479,0.006639939864695563,0.0178056228375379,1,2,3,3
0.7878566230594996,0.004384865948383862,0.042700905800389134,4,2,3,5
0.7345955774925228,0.0018792282635930837,0.016902870620257162,1,2,2,3
0.9971803304317723,0.02505637684790778,0.032364502153366025,3,5,5,5
0.9625495768634479,0.012152342771235275,0.025352614459293953,2,4,4,5
0.018857354498536188,0.001252818842395389,0.015720743760982443,1,1,1,1
0.9921309815614083,0.001378100726634928,0.01571549315280168,1,5,1,1
0.9437796972624078,0.022049611626158847,0.0327479022675051,3,4,5,5
0.9416951890667545,0.00037584565271861676,0.01557925925195043,1,4,1,1
0.8472353279471131,0.007141067401653718,0.01864120955688214,1,3,3,4
0.34880522318196455,0.0031320471059884726,0.016788273453788388,1,1,2,3
0.8821806189128172,0.002630919569030317,0.01669298724895089,1,3,2,2
0.9411424221613002,0.023803558005512395,0.029441886779620514,3,4,5,5
0.5821138029804744,0.0008769731896767723,0.01580648020194755,1,2,1,1
0.9727338883336405,0.044349787020796776,0.04658998546920614,5,5,5,5
0.9568544026860377,0.002756201453269856,0.016619408256458027,1,4,2,2
0.6410141876839067,0.005261839138060634,0.017600884357469156,1,2,3,3
0.8582106358308348,0.0036331746429466285,0.015109171244357135,1,3,3,1
0.8046536645467963,0.011150087697318962,0.023802134530800892,2,2,4,5
0.8822829831545681,0.01603608118266098,0.026223158247868517,2,3,5,5
0.8446594713910555,0.008393886244049107,0.02186723255771748,2,3,4,4
0.8100026614702855,0.0046354297168629405,0.018447712311777584,1,2,3,4
0.7485320037148914,0.004259584064144323,0.01802301211181399,1,2,3,3
0.9947738401666117,0.008895013781007263,0.01907006795661306,2,5,4,4
0.8768148714770416,0.010899523928839883,0.019703030534753294,2,3,4,4
0.9732792105669676,0.003507892758707089,0.0193803119460322,2,5,2,4
0.9810979774686999,0.006264094211976945,0.017695324826760762,1,5,3,3
0.6168450596225179,0.004885993485342017,0.017660614430397986,1,2,3,3
0.994961818137827,0.06639939864695563,0.0811502637725831,9,5,5,5
0.919454231086345,0.048859934853420176,0.03706122402953167,4,4,5,5
0.9223855707364829,0.022300175394637925,0.0251460435522091,2,4,5,5
0.9546414738961877,0.057128539213229745,0.04018688641225413,5,4,5,5
0.8576578689253802,0.004384865948383862,0.01765828865764678,1,3,3,3
0.9974650891406428,0.03294913555499873,0.03817865211954542,4,5,5,5
0.9407050476738191,0.03846153846153845,0.06133217796460702,6,4,5,5
0.9916359108649406,0.004384865948383862,0.017508910616853075,1,5,3,3
0.9915782146559537,0.004259584064144323,0.016791127811255788,1,5,3,3
0.9251847674563602,0.019168128288649455,0.026673300992171124,3,4,5,5
0.9405524318952089,0.027186168879979943,0.03481079221986726,3,4,5,5
0.9549094820927718,0.010022550739163113,0.023309740248184614,2,4,4,5
0.9141015118267922,0.043723377599599086,0.03095004469183775,3,3,5,5
0.9754325819797988,0.006765221748935101,0.01968551676115705,2,5,3,4
0.09953526634245118,0.0017539463793535448,0.016289430437634665,1,1,2,2
0.9869662402730704,0.03056877975444749,0.034201404520068854,4,5,5,5
0.8980973279210567,0.0031320471059884726,0.01673157393323235,1,3,2,2
0.8314247055166882,0.0023803558005512397,0.016036696465336377,1,3,2,2
0.5575017169275094,0.002756201453269856,0.016577896736747012,1,2,2,2
0.9754902781887858,0.010398396391881731,0.01912412455358818,2,5,4,4
0.7828742762382818,0.0016286644951140057,0.018784949360703213,1,2,1,4
0.943723862221453,0.002756201453269856,0.01653176891051466,1,4,2,2
0.9387489600723622,0.00801804059133049,0.02993163813865587,3,4,4,5
0.1558932955143989,0.019919819594086688,0.022472990642464767,2,1,5,5
0.745284265499342,0.01829115509897268,0.02823170969140695,3,2,5,5
0.09670256859800073,0.0,0.011141261974866498,0,1,1,1
0.9521158688769897,0.0017539463793535448,0.015510895628657251,1,4,2,1
0.19338652551568314,0.0,0.015093313702871603,1,1,1,1
0.37778174826957905,0.002756201453269856,0.015368177755287473,1,1,2,1
0.6413510590976684,0.002756201453269856,0.019542446497976484,1,2,2,4
0.9306286839494731,0.008519168128288646,0.01651263414378878,1,4,4,2
0.23907075602506622,0.0007516913054372335,0.01573113926040074,1,1,1,1
0.6191398798057686,0.004009020295665245,0.018571647808232283,1,2,3,4
0.8233472362585311,0.004134302179904784,0.015595574900189986,1,3,3,1
0.7748638090292707,0.004384865948383862,0.017176959415089295,1,2,3,3
0.2848424614319455,0.006264094211976945,0.0186953718708005,1,1,3,4
0.05425304812794413,0.0018792282635930837,0.016461290948356744,1,1,2,2
0.7932298151674028,0.0031320471059884726,0.019732736995802858,1,2,2,4
0.9250954313908322,0.03570533700826859,0.023795192451528335,3,4,5,5
0.9997077966190021,0.015409671761463288,0.02235744202350686,2,5,4,5
0.8307751578735783,0.0021297920320721615,0.016310256675452328,1,3,2,2
0.7885582834075009,0.019293410172888992,0.02420967334697904,2,2,5,5
0.6192068818549145,0.0046354297168629405,0.01722238246170007,1,2,3,3
0.8957745902173285,0.001378100726634928,0.015788296887710804,1,3,1,1
0.9972008032801226,0.01365572538210974,0.02126038206455675,2,5,4,4
0.9761789103605641,0.017915309446254062,0.030916391464907343,3,5,5,5
0.9999236921106949,0.008769731896767724,0.01974894692709918,2,5,4,4
0.7828109965251993,0.0021297920320721615,0.016337989753561467,1,2,2,2
0.9760839907909407,0.011776497118516659,0.02188309009920301,2,5,4,4
0.8418453853269235,0.008393886244049107,0.020830677929279943,2,3,4,4
0.9622964580111186,0.0020045101478326226,0.015550433765427845,1,4,2,1
0.919703627602611,0.0018792282635930837,0.016341936519442313,1,4,2,2
0.6513213362442002,0.007767476822851413,0.01894733058551505,1,2,4,4
0.7556621384448453,0.004134302179904784,0.01763351565394827,1,2,3,3
0.9812263980628962,0.034076672513154584,0.029581186471825633,3,5,5,5
0.9227726936871042,0.002505637684790778,0.0163916939607258,1,4,2,2
0.9411126434727906,0.034201954397394124,0.028684988705025585,3,4,5,5
0.9489314103745228,0.06013530443497867,0.06200887211826624,7,4,5,5
0.9220356711464982,0.006389376096216485,0.018566749589862305,1,4,3,4
0.9220952285235167,0.0023803558005512397,0.016362621801335662,1,4,2,2
0.7990850497955507,0.006138812327737407,0.018634443672514985,1,2,3,4
0.8766399216820492,0.008644450012528185,0.019131700934520157,2,3,4,4
0.472001518713114,0.0008769731896767723,0.01584143727117788,1,1,1,1
0.5554134863957921,0.0005011275369581556,0.015444646344228811,1,2,1,1
0.7884689473419729,0.007015785517414178,0.01850913385579821,1,2,3,4
0.043048816576306964,0.0011275369581558504,0.01570118612648362,1,1,1,1
0.8978442090687273,0.0023803558005512397,0.01665200431395606,1,3,2,2
0.9789836905845369,0.024429967426710088,0.027979328108919458,3,5,5,5
0.8660256803965032,0.01503382610874467,0.01723658377107489,2,3,4,3
0.9575821193864846,0.004009020295665245,0.05736409250021098,5,4,3,5
0.9970295758211938,0.002630919569030317,0.015109171244357135,1,5,2,1
0.16883771917580034,0.002630919569030317,0.01699872064879193,1,1,2,3
0.9867187049248368,0.01378100726634928,0.022514255489308226,2,5,4,5
0.19048310338602298,0.0018792282635930837,0.015950854307428042,1,1,2,2
0.9790618596418741,0.020922074668003,0.02843563767491088,3,5,5,5
0.30073125291970737,0.002505637684790778,0.01671924028985471,1,1,2,2
0.2467722693407929,0.0011275369581558504,0.015571400959169824,1,1,1,1
0.8067121163900041,0.0023803558005512397,0.016330906718364596,1,2,2,2
0.9408371906040793,0.05788023051866698,0.047229291063940596,5,4,5,5
0.9950381260271322,0.023803558005512395,0.02943378181397236,3,5,5,5
0.8951957669594284,0.004134302179904784,0.016940223940200852,1,3,3,3
0.9781684989865941,0.007642194938611874,0.01864970215132217,2,5,4,4
0.3919601263360861,0.0033826108744675503,0.015674897846598722,1,1,2,1
0.15538333547367658,0.001252818842395389,0.015878966786026964,1,1,1,1
0.9059012054785341,0.011024805813079424,0.019714835593414748,2,3,4,4
0.9062678555808054,0.018416436983212214,0.017207300177798278,2,3,5,3
0.9437927254386308,0.014908544224505133,0.024811731338713033,2,4,4,5
0.804478714751804,0.0037584565271861674,0.016556506675232088,1,2,3,2
0.34042810587068234,0.002881483337509395,0.016574055687809407,1,1,2,2
0.8950412900127863,0.0017539463793535448,0.015805881139269205,1,3,2,1
0.3616845059622518,0.002630919569030317,0.016911151780810714,1,1,2,3
0.9941131255153108,0.031320471059884725,0.040436625071160706,4,5,5,5
0.9915968263362721,0.015660235529942362,0.021783258065806325,2,5,5,4
0.37295201722697136,0.012027060886995736,0.02209639165167394,2,1,4,4
0.9548368965395303,0.001378100726634928,0.015743261469891898,1,4,1,1
0.9812338427350237,0.00037584565271861676,0.015616612571894126,1,5,1,1
0.8957206163444054,0.0011275369581558504,0.015866456947743936,1,3,1,1
0.9246766685836698,0.004259584064144323,0.01738800567277117,1,4,3,3
0.4909612374534011,0.008644450012528185,0.04985966956759831,4,1,4,5
0.15060943947202385,0.0031320471059884726,0.016704968502517736,1,1,2,2
0.7536818556589745,0.0021297920320721615,0.016651229056372324,1,2,2,2
0.7105381195130439,0.002505637684790778,0.016582513043268358,1,2,2,2
0.9007811322229604,0.014783262340265592,0.026809288220154822,2,3,4,5
0.8633381537585358,0.0032573289902280114,0.017287891727525852,1,3,2,3
0.9491584728744066,0.026685041343021788,0.02808814608249128,3,4,5,5
0.9758197049304203,0.016537208719619136,0.025690309614973598,2,5,5,5
0.9223595143840372,0.007642194938611874,0.018747877952608148,2,4,4,4
0.924695280263988,0.00801804059133049,0.02420449321676043,2,4,4,5
0.4931797497473465,0.003507892758707089,0.017116242650690252,1,1,2,3
0.8443914631944716,0.001378100726634928,0.015648750522638137,1,3,1,1
0.9434800492092826,0.0002505637684790778,0.017714036725713686,1,4,1,3
0.7884186958051134,0.0018792282635930837,0.016004875665422084,1,2,2,2
0.02208834220179901,0.0002505637684790778,0.015082742008547916,1,1,1,1
0.8449405077638624,0.025181658732147325,0.015109171244357135,2,3,5,1
0.7913705083036012,0.007391631170132796,0.019080075827239484,2,2,4,4
0.940673407817278,0.01378100726634928,0.022361318311425547,2,4,4,5
0.860676683473014,0.00801804059133049,0.019314309334471313,2,3,4,4
0.8471646035619035,0.002505637684790778,0.017377116827617774,1,3,2,3
0.9169919057802296,0.020295665246805303,0.026452528775711456,3,4,5,5
0.2573418425935749,0.0023803558005512397,0.01622131348720904,1,1,2,2
0.9948855102485217,0.013029315960912046,0.023183091350186837,2,5,4,5
0.7726620472476116,0.004384865948383862,0.017425253275771626,1,2,3,3
0.9224804903061063,0.005136557253821095,0.016362022738657316,1,4,3,2
0.943532161914174,0.001252818842395389,0.015733993617868133,1,4,1,1
0.9573457510464416,0.011776497118516659,0.026437834120601533,2,4,4,5
0.9621996772734632,0.011400651465798039,0.01982911560905381,2,4,4,4
0.9971617187514541,0.05925833124530191,0.0630767189619019,7,5,5,5
0.3786471914043816,0.001252818842395389,0.01574382529358916,1,1,1,1
0.26040904751003635,0.0021297920320721615,0.016184312557076135,1,1,2,2
0.7161607081372127,0.0046354297168629405,0.01736844803827235,1,2,3,3
0.43417513963413157,0.011275369581558501,0.0243217685457912,2,1,4,5
0.9387229037199166,0.03833625657729891,0.03762106572193307,4,4,5,5
0.97311915011623,0.02868955149085441,0.03089105463751157,3,5,5,5
0.9893262013374353,0.005261839138060634,0.017821198467174795,1,5,3,3
0.9756521998075552,0.007892758707090951,0.01958762287171971,2,5,4,4
0.8473525815331185,0.0037584565271861674,0.017366227982464375,1,3,3,3
0.8444249642190446,0.01277875219243297,0.022652533251062052,2,3,4,5
0.7612754212288548,0.01252818842395389,0.02106166945025251,2,2,4,4
0.8205387336984944,0.0492357805061388,0.036087817655187614,4,3,5,5
0.9115963796559444,0.004760711601102479,0.017476138364449646,1,3,3,3
0.36213676979398735,0.002630919569030317,0.01682213811460527,1,1,2,3
0.9382501670398309,0.006514657980456023,0.019248271483929345,2,4,3,4
0.6918575759775318,0.0011275369581558504,0.01576426390261496,1,2,1,1
0.9332454862022308,0.00576296667501879,0.0186797962411636,1,4,3,4
0.6569606753806554,0.002881483337509395,0.02689534181194964,2,2,2,5
0.6540144463862629,0.0037584565271861674,0.016793277389101604,1,2,3,3
0.911534961110894,0.00914557754948634,0.02129495150499521,2,3,4,4
0.9889893299236734,0.005512402906539712,0.0198557562787495,2,5,3,4
0.9410493637597083,0.01591079929842144,0.02804159538848597,3,4,5,5
0.5871650130188704,0.002505637684790778,0.016229947037573387,1,2,2,2
0.7134378193066405,0.004009020295665245,0.01723658377107489,1,2,3,3
0.9923766557416104,0.0023803558005512397,0.01621722576540388,1,5,2,2
0.10484517873727192,0.0010022550739163113,0.015510895628657251,1,1,1,1
0.13748076017547092,0.006264094211976945,0.018331881780971053,1,1,3,4
0.6031077783795554,0.005261839138060634,0.0228964574780906,2,2,3,5
0.9729013934565055,0.0046354297168629405,0.017230487427348232,1,5,3,3
0.9545353873183732,0.016161363066900518,0.029143870716635774,3,4,5,5
0.9708485251173931,0.00689050363317464,0.019168913298539536,2,5,3,4
0.9514830717461664,0.004384865948383862,0.017526741541279027,1,4,3,3
0.922171536412822,0.0005011275369581556,0.015432242222889019,1,4,1,1
0.9705861004249047,0.001503382610874467,0.01597287867060239,1,5,1,2
0.9999050804303766,0.028940115259333488,0.028560172234043914,3,5,5,5
0.9790376644574601,0.0046354297168629405,0.0322489887733892,3,5,3,5
0.13117698405165112,0.00037584565271861676,0.015326771952519698,1,1,1,1
0.038059025082961565,0.0001252818842395389,0.01430769585869732,1,1,1,1
0.8450205379892312,0.004009020295665245,0.017294446178006535,1,3,3,3
0.9814999897635759,0.020922074668003,0.02829975616387042,3,5,5,5
0.5976601395503789,0.01265347030819343,0.020774647949364403,2,2,4,4
0.9734839390504694,0.011651215234277118,0.02563205957925009,2,5,4,5
0.11786218795191486,0.0011275369581558504,0.015905219826930786,1,1,1,1
0.9867205660928686,0.005136557253821095,0.01726058151718966,1,5,3,3
0.9704669856708673,0.011275369581558501,0.021872624121822566,2,4,4,4
0.9356315036190412,0.005512402906539712,0.019800853946228485,2,4,3,4
0.8874626137871605,0.020796792783763462,0.07708840737953597,7,3,5,5
0.8607343796820008,0.00689050363317464,0.01883981645424315,2,3,3,4
0.9999999999999999,0.006389376096216485,0.01814962577083068,1,5,3,3
0.9623392648758509,0.0808068153345026,0.06330760476593122,7,4,5,5
0.9916433555370678,0.0656477073415184,0.058411606451764075,7,5,5,5
0.9896909902716747,0.04522676021047355,0.04407945474019796,5,5,5,5
0.9809099994974846,0.013029315960912046,0.023156450680491148,2,5,4,5
0.9250619303662594,0.01954397394136807,0.025198373439111355,2,4,5,5
0.005356441595616577,0.0007516913054372335,0.015423291521694965,1,1,1,1
0.6967021963643942,0.021297920320721614,0.032283981081600605,3,2,5,5
0.932515908333752,0.008895013781007263,0.019505621762748976,2,4,4,4
0.45017187886773985,0.0018792282635930837,0.01648000284730967,1,1,2,2
0.9254025241160847,0.0038837384114257063,0.018759224904515575,1,4,3,4
0.677991874140373,0.005011275369581556,0.018037389616094204,1,2,3,3
0.8124240410797008,0.004510147832623401,0.018173799711850847,1,3,3,3
0.9812989836161379,0.0032573289902280114,0.017160432332963264,1,5,2,3
0.9441035404999469,0.005261839138060634,0.018418182045633422,1,4,3,4
0.9810142249072672,0.03370082686043597,0.03226347199461266,3,5,5,5
0.7880446010307148,0.006514657980456023,0.017920220004006667,1,2,3,3
0.948829046132772,0.001378100726634928,0.01588090492998631,1,4,1,1
0.8292061932227429,0.002630919569030317,0.016077186054596102,1,3,2,2
0.9812859554399149,0.011150087697318962,0.022935185118296373,2,5,4,5
0.9598490220492577,0.04347281383112,0.03912185868710479,4,4,5,5
0.21962713359650246,0.004009020295665245,0.0172355618406236,1,1,3,3
0.9219463350809701,0.02167376597344023,0.024328816342006995,2,4,5,5
0.9923915450858649,0.03207216236532196,0.0478606326489512,5,5,5,5
0.7426190728777565,0.009771986970684035,0.019093184728200856,2,2,4,4
0.9406380456246731,0.01766474567777498,0.030056243175751066,3,4,5,5
0.9999367202869175,0.0046354297168629405,0.01809937498381209,1,5,3,3
0.9762012443769461,0.032322726133801036,0.0317027140887032,3,5,5,5
0.7161942091617857,0.002505637684790778,0.016356137828817133,1,2,2,2
0.9915223796149987,0.008519168128288646,0.01882156266204425,2,5,4,4
0.5955328244899935,0.00689050363317464,0.018566044810240726,1,2,3,4
0.8101385267366094,0.002255073916311701,0.0159487399685633,1,2,2,2
0.9867019544125502,0.005136557253821095,0.017252053683768552,1,5,3,3
0.9941056808431835,0.044850914557754924,0.03524218782623587,4,5,5,5
0.9168485958417785,0.02042094713104484,0.024373428892052955,2,4,5,5
0.7724163730674096,0.007015785517414178,0.01829593802027052,1,2,3,3
0.9916787177296729,0.008519168128288646,0.017664244045449123,1,5,4,3
0.9869569344329114,0.006514657980456023,0.018743754991821907,2,5,3,4
0.006015295078885607,0.002881483337509395,0.016616694854914946,1,1,2,2
0.925041457517909,0.015409671761463288,0.02430337379766799,2,4,4,5
0.9730800655875614,0.017539463793535447,0.029020463804897263,3,5,5,5
0.8100138284784766,0.005637684790779251,0.018056312948933603,1,2,3,3
0.6970204560978379,0.0031320471059884726,0.016705532326214998,1,2,2,2
0.9382631952160537,0.03457780005011274,0.08133523318426654,8,4,5,5
0.520122018176167,0.001378100726634928,0.015941727411328592,1,1,1,2
0.3732498041120647,0.002630919569030317,0.01646217192288372,1,1,2,2
0.05660556452018158,0.00037584565271861676,0.01549820959546883,1,1,1,1
0.15586165565785776,0.005261839138060634,0.017856296492329442,1,1,3,3
0.10966746510775233,0.00037584565271861676,0.015933763401604746,1,1,1,1
0.003636722334202499,0.001252818842395389,0.015656608815418745,1,1,1,1
0.7909722183447887,0.0046354297168629405,0.018679020983579868,1,2,3,4
0.8309203289800613,0.0032573289902280114,0.016615990075293366,1,3,2,2
0.6412617230321406,0.016662490603858673,0.01703473488745462,1,2,5,3
0.8631445922832252,0.028564269606614873,0.04724849630862862,5,3,5,5
0.9948333975436304,0.01277875219243297,0.02989548294406886,3,5,4,5
0.999944164959045,0.5814332247557001,0.11755628942691372,24,5,5,5
0.9916359108649406,0.02881483337509395,0.02874031390531954,3,5,5,5
0.6565456349095564,0.0017539463793535448,0.01608134425436342,1,2,2,2
0.7829915298242871,0.006514657980456023,0.030497259023954216,3,2,3,5
0.9918294723402513,0.02868955149085441,0.08919564030373886,9,5,5,5
0.36975266938024964,0.00801804059133049,0.025501569632314702,2,1,4,5
0.33236552595678,0.0006264094211976945,0.02287302355567309,2,1,1,5
0.7691425784994148,0.00037584565271861676,0.015504129744290093,1,2,1,1
0.9597615471517615,0.047105988474066635,0.030007155275108072,3,4,5,5
0.6888350390938346,0.012027060886995736,0.024946449963377887,2,2,4,5
0.8608572167721017,0.011776497118516659,0.02050580976271303,2,3,4,4
0.9809658345384397,0.008519168128288646,0.02179936228015941,2,5,4,4
0.6303013044926735,0.0021297920320721615,0.01685025882150628,1,2,2,3
0.15281306242171463,0.005512402906539712,0.021078231771359618,1,1,3,4
0.9915056291027123,0.038712102230017524,0.03973991517624864,4,5,5,5
0.36187062276543525,0.0038837384114257063,0.019139101120546734,1,1,3,4
0.43681613707130323,0.001378100726634928,0.01987154334227287,1,1,1,4
0.8414824575607159,0.006765221748935101,0.018254144588710868,1,3,3,3
0.9548536470518169,0.008268604359809568,0.019870803323670215,2,4,4,4
0.9489462997187774,0.006264094211976945,0.01794319581967015,1,4,3,3
0.9442021824056341,0.01979453770984715,0.028742075854373494,3,4,5,5
0.9440439831229284,0.0036331746429466285,0.01760310441327713,1,4,3,3
0.9888813821778271,0.013279879729391125,0.023120119290998744,2,5,4,5
0.9949860133222408,0.010648960160360807,0.02076104570266792,2,5,4,4
0.976191938536787,0.007266349285893257,0.017133368795494625,1,5,4,3
0.9946323913961923,0.0017539463793535448,0.016186462134921947,1,5,2,2
0.975421414971608,0.0023803558005512397,0.01674306184106409,1,5,2,2
0.8258765636137927,0.00037584565271861676,0.01543284128556736,1,3,1,1
0.48558060067337067,0.002505637684790778,0.016254156217574627,1,1,2,2
0.00017494979499234123,0.0001252818842395389,0.01578787401993786,1,1,1,1
0.31376129031057315,0.003006765221748934,0.016520633392493704,1,1,2,2
0.10478189902418959,0.002881483337509395,0.017031387184252116,1,1,2,3
0.8581864406464209,0.005512402906539712,0.018141168415371736,1,3,3,3
0.9514923775863255,0.0016286644951140057,0.01662613890184411,1,4,1,2
0.03556878225636845,0.0020045101478326226,0.015793441778948338,1,1,2,1
0.9735379129233925,0.0008769731896767723,0.039695549299070224,3,5,1,5
0.5091988229973367,0.0031320471059884726,0.016563061125712774,1,1,2,2
0.9032099565045032,0.0033826108744675503,0.016813504564240925,1,3,2,3
0.5500160991034754,0.0031320471059884726,0.01681600653189753,1,2,2,3
0.30282878929158363,0.0037584565271861674,0.01692345018520727,1,1,3,3
0.881748827929432,0.0017539463793535448,0.015918399205854316,1,3,2,1
0.7292391358969061,0.0001252818842395389,0.015552900494103369,1,2,1,1
0.605750636984759,0.00576296667501879,0.018856695926179973,1,2,3,4
0.7453754627329019,0.003507892758707089,0.017125545741695097,1,2,2,3
0.24730270222986542,0.00037584565271861676,0.01569427928619215,1,1,1,1
0.5230645248344956,0.0018792282635930837,0.020458025704369966,1,2,2,4
0.9922240399629999,0.007266349285893257,0.018429881387351636,2,5,4,4
0.4267993307239758,0.0006264094211976945,0.01543590707692123,1,1,1,1
0.8120853084979072,0.00576296667501879,0.018347563127551186,1,3,3,4
0.8010876665978034,0.0005011275369581556,0.021309469965199737,2,2,1,4
0.841873302847401,0.003006765221748934,0.016508581660964704,1,3,2,2
0.9943699667037039,0.011651215234277118,0.02028267653452107,2,5,4,4
0.986538171625749,0.003006765221748934,0.0166249760154685,1,5,2,2
0.9941838499005207,0.00689050363317464,0.018699001485851637,2,5,3,4
0.13702477400767174,0.001378100726634928,0.01600089366056016,1,1,1,2
0.9007327418541328,0.004760711601102479,0.03888984523568094,3,3,3,5
0.29784085896627005,0.0010022550739163113,0.01586698553246012,1,1,1,1
0.9143118238143894,0.0032573289902280114,0.01645892993662445,1,3,2,2
0.611492340362965,0.002881483337509395,0.016579975836630668,1,2,2,2
0.2438800142193238,0.0021297920320721615,0.016209966535301615,1,1,2,2
0.8421357275398894,0.021799047857679766,0.024316623654553678,2,3,5,5
0.5367124700119301,0.001378100726634928,0.015581725980625958,1,2,1,1
0.9115014600863209,0.015284389877223747,0.01751645175880397,2,3,4,3
0.9946081962117785,0.039463793535454754,0.034785279197566105,4,5,5,5
0.6163741841104641,0.014407416687546975,0.024673982161675382,2,2,4,5
