,최근성_R,빈도_F,총금액_M,RFM_SCORE
12390,0.7879068745963591,0.0038837384114257063,0.017046751380002546,E
12391,0.9436382484919885,0.012402906539714353,0.016733300643305214,E
12393,0.8073523581929548,0.007892758707090951,0.02068609238991298,E
12394,0.8306299867670953,0.0032573289902280114,0.01959326110869234,E
12395,0.9597429354714432,0.01979453770984715,0.025674804463298864,E
12397,0.9058658432859296,0.015660235529942362,0.02360141329457515,E
12398,0.8791301645086425,0.010523678276121268,0.020873070423517926,E
12399,0.6811167752658214,0.007266349285893257,0.01901594088167578,E
12401,0.1880468344323531,0.0005011275369581556,0.015406235854852748,E
12402,0.13444333394751878,0.001252818842395389,0.015904162657498423,E
12403,0.8684712551903324,0.0006264094211976945,0.016552912299162028,E
12405,0.6029049110640855,0.006639939864695563,0.02113641132912098,E
12406,0.941767774619996,0.013405161613630664,0.026670199961836175,E
12407,0.8683800579567725,0.009521423202204959,0.02112841208041606,E
12408,0.9142001537324794,0.014031571034828357,0.02512609828891841,E
12409,0.7907079324842686,0.014156852919067896,0.0540726659504931,E
12410,0.19362475502375784,0.0033826108744675503,0.017509227767682788,E
12412,0.8013873146509286,0.007516913054372335,0.019432571354972297,E
12413,0.8226865216072303,0.004885993485342017,0.01755528511595298,E
12414,0.41864741474454537,0.0021297920320721615,0.017091046779218796,E
12415,0.9358492602787658,0.09734402405412175,0.45110505039790966,C
12417,0.9921868166023634,0.024680531195189166,0.027720497792894514,E
12418,0.6996409806866593,0.004134302179904784,0.01746517904133409,E
12420,0.8307174616645914,0.003507892758707089,0.017224884429356675,E
12421,0.9593837300412994,0.005637684790779251,0.01795038457181026,E
12422,0.7450534806633946,0.004760711601102479,0.017940834807937858,E
12423,0.9997022131149067,0.015660235529942362,0.02162524647464828,E
12424,0.5657448301404996,0.0036331746429466285,0.02131461485643727,E
12425,0.7914765948814158,0.004384865948383862,0.01784794485381373,E
12426,0.4800194305942524,0.0036331746429466285,0.017162652388771234,E
12427,0.970292035875875,0.004259584064144323,0.01760539494704726,E
12428,0.9324991578214656,0.03745928338762213,0.04286762141987368,E
12429,0.9763855000120976,0.012027060886995736,0.028325198708209428,E
12430,0.8850151778252995,0.001252818842395389,0.01601269871922161,E
12431,0.9060947669538448,0.029942370333249802,0.037719875824878464,E
12432,0.8873118591765822,0.013405161613630664,0.03293769941959636,E
12433,0.9996873237706521,0.052493109496366805,0.06224437422881691,E
12434,0.7748507808530479,0.006639939864695563,0.0178056228375379,E
12435,0.7878566230594996,0.004384865948383862,0.042700905800389134,E
12436,0.7345955774925228,0.0018792282635930837,0.016902870620257162,E
12437,0.9971803304317723,0.02505637684790778,0.032364502153366025,E
12438,0.9625495768634479,0.012152342771235275,0.025352614459293953,E
12441,0.018857354498536188,0.001252818842395389,0.015720743760982443,E
12442,0.9921309815614083,0.001378100726634928,0.01571549315280168,E
12444,0.9437796972624078,0.022049611626158847,0.0327479022675051,E
12445,0.9416951890667545,0.00037584565271861676,0.01557925925195043,E
12446,0.8472353279471131,0.007141067401653718,0.01864120955688214,E
12447,0.34880522318196455,0.0031320471059884726,0.016788273453788388,E
12448,0.8821806189128172,0.002630919569030317,0.01669298724895089,E
12449,0.9411424221613002,0.023803558005512395,0.029441886779620514,E
12450,0.5821138029804744,0.0008769731896767723,0.01580648020194755,E
12451,0.9727338883336405,0.044349787020796776,0.04658998546920614,E
12452,0.9568544026860377,0.002756201453269856,0.016619408256458027,E
12453,0.6410141876839067,0.005261839138060634,0.017600884357469156,E
12454,0.8582106358308348,0.0036331746429466285,0.015109171244357135,E
12455,0.8046536645467963,0.011150087697318962,0.023802134530800892,E
12456,0.8822829831545681,0.01603608118266098,0.026223158247868517,E
12457,0.8446594713910555,0.008393886244049107,0.02186723255771748,E
12458,0.8100026614702855,0.0046354297168629405,0.018447712311777584,E
12461,0.7485320037148914,0.004259584064144323,0.01802301211181399,E
12462,0.9947738401666117,0.008895013781007263,0.01907006795661306,E
12463,0.8768148714770416,0.010899523928839883,0.019703030534753294,E
12464,0.9732792105669676,0.003507892758707089,0.0193803119460322,E
12465,0.9810979774686999,0.006264094211976945,0.017695324826760762,E
12468,0.6168450596225179,0.004885993485342017,0.017660614430397986,E
12471,0.994961818137827,0.06639939864695563,0.0811502637725831,E
12472,0.919454231086345,0.048859934853420176,0.03706122402953167,E
12473,0.9223855707364829,0.022300175394637925,0.0251460435522091,E
12474,0.9546414738961877,0.057128539213229745,0.04018688641225413,E
12475,0.8576578689253802,0.004384865948383862,0.01765828865764678,E
12476,0.9974650891406428,0.03294913555499873,0.03817865211954542,E
12477,0.9407050476738191,0.03846153846153845,0.06133217796460702,E
12478,0.9916359108649406,0.004384865948383862,0.017508910616853075,E
12479,0.9915782146559537,0.004259584064144323,0.016791127811255788,E
12480,0.9251847674563602,0.019168128288649455,0.026673300992171124,E
12481,0.9405524318952089,0.027186168879979943,0.03481079221986726,E
12483,0.9549094820927718,0.010022550739163113,0.023309740248184614,E
12484,0.9141015118267922,0.043723377599599086,0.03095004469183775,E
12488,0.9754325819797988,0.006765221748935101,0.01968551676115705,E
12489,0.09953526634245118,0.0017539463793535448,0.016289430437634665,E
12490,0.9869662402730704,0.03056877975444749,0.034201404520068854,E
12491,0.8980973279210567,0.0031320471059884726,0.01673157393323235,E
12492,0.8314247055166882,0.0023803558005512397,0.016036696465336377,E
12493,0.5575017169275094,0.002756201453269856,0.016577896736747012,E
12494,0.9754902781887858,0.010398396391881731,0.01912412455358818,E
12497,0.7828742762382818,0.0016286644951140057,0.018784949360703213,E
12498,0.943723862221453,0.002756201453269856,0.01653176891051466,E
12500,0.9387489600723622,0.00801804059133049,0.02993163813865587,E
12501,0.1558932955143989,0.019919819594086688,0.022472990642464767,E
12502,0.745284265499342,0.01829115509897268,0.02823170969140695,E
12503,0.09670256859800073,0.0,0.011141261974866498,E
12504,0.9521158688769897,0.0017539463793535448,0.015510895628657251,E
12505,0.19338652551568314,0.0,0.015093313702871603,E
12506,0.37778174826957905,0.002756201453269856,0.015368177755287473,E
12507,0.6413510590976684,0.002756201453269856,0.019542446497976484,E
12508,0.9306286839494731,0.008519168128288646,0.01651263414378878,E
12509,0.23907075602506622,0.0007516913054372335,0.01573113926040074,E
12510,0.6191398798057686,0.004009020295665245,0.018571647808232283,E
12512,0.8233472362585311,0.004134302179904784,0.015595574900189986,E
12513,0.7748638090292707,0.004384865948383862,0.017176959415089295,E
12514,0.2848424614319455,0.006264094211976945,0.0186953718708005,E
12515,0.05425304812794413,0.0018792282635930837,0.016461290948356744,E
12516,0.7932298151674028,0.0031320471059884726,0.019732736995802858,E
12517,0.9250954313908322,0.03570533700826859,0.023795192451528335,E
12518,0.9997077966190021,0.015409671761463288,0.02235744202350686,E
12519,0.8307751578735783,0.0021297920320721615,0.016310256675452328,E
12520,0.7885582834075009,0.019293410172888992,0.02420967334697904,E
12521,0.6192068818549145,0.0046354297168629405,0.01722238246170007,E
12522,0.8957745902173285,0.001378100726634928,0.015788296887710804,E
12523,0.9972008032801226,0.01365572538210974,0.02126038206455675,E
12524,0.9761789103605641,0.017915309446254062,0.030916391464907343,E
12526,0.9999236921106949,0.008769731896767724,0.01974894692709918,E
12527,0.7828109965251993,0.0021297920320721615,0.016337989753561467,E
12528,0.9760839907909407,0.011776497118516659,0.02188309009920301,E
12530,0.8418453853269235,0.008393886244049107,0.020830677929279943,E
12531,0.9622964580111186,0.0020045101478326226,0.015550433765427845,E
12532,0.919703627602611,0.0018792282635930837,0.016341936519442313,E
12534,0.6513213362442002,0.007767476822851413,0.01894733058551505,E
12535,0.7556621384448453,0.004134302179904784,0.01763351565394827,E
12536,0.9812263980628962,0.034076672513154584,0.029581186471825633,E
12538,0.9227726936871042,0.002505637684790778,0.0163916939607258,E
12539,0.9411126434727906,0.034201954397394124,0.028684988705025585,E
12540,0.9489314103745228,0.06013530443497867,0.06200887211826624,E
12541,0.9220356711464982,0.006389376096216485,0.018566749589862305,E
12544,0.9220952285235167,0.0023803558005512397,0.016362621801335662,E
12545,0.7990850497955507,0.006138812327737407,0.018634443672514985,E
12546,0.8766399216820492,0.008644450012528185,0.019131700934520157,E
12547,0.472001518713114,0.0008769731896767723,0.01584143727117788,E
12548,0.5554134863957921,0.0005011275369581556,0.015444646344228811,E
12550,0.7884689473419729,0.007015785517414178,0.01850913385579821,E
12551,0.043048816576306964,0.0011275369581558504,0.01570118612648362,E
12552,0.8978442090687273,0.0023803558005512397,0.01665200431395606,E
12553,0.9789836905845369,0.024429967426710088,0.027979328108919458,E
12556,0.8660256803965032,0.01503382610874467,0.01723658377107489,E
12557,0.9575821193864846,0.004009020295665245,0.05736409250021098,E
12558,0.9970295758211938,0.002630919569030317,0.015109171244357135,E
12559,0.16883771917580034,0.002630919569030317,0.01699872064879193,E
12560,0.9867187049248368,0.01378100726634928,0.022514255489308226,E
12561,0.19048310338602298,0.0018792282635930837,0.015950854307428042,E
12562,0.9790618596418741,0.020922074668003,0.02843563767491088,E
12564,0.30073125291970737,0.002505637684790778,0.01671924028985471,E
12565,0.2467722693407929,0.0011275369581558504,0.015571400959169824,E
12566,0.8067121163900041,0.0023803558005512397,0.016330906718364596,E
12567,0.9408371906040793,0.05788023051866698,0.047229291063940596,E
12569,0.9950381260271322,0.023803558005512395,0.02943378181397236,E
12571,0.8951957669594284,0.004134302179904784,0.016940223940200852,E
12572,0.9781684989865941,0.007642194938611874,0.01864970215132217,E
12573,0.3919601263360861,0.0033826108744675503,0.015674897846598722,E
12574,0.15538333547367658,0.001252818842395389,0.015878966786026964,E
12576,0.9059012054785341,0.011024805813079424,0.019714835593414748,E
12577,0.9062678555808054,0.018416436983212214,0.017207300177798278,E
12578,0.9437927254386308,0.014908544224505133,0.024811731338713033,E
12579,0.804478714751804,0.0037584565271861674,0.016556506675232088,E
12580,0.34042810587068234,0.002881483337509395,0.016574055687809407,E
12581,0.8950412900127863,0.0017539463793535448,0.015805881139269205,E
12582,0.3616845059622518,0.002630919569030317,0.016911151780810714,E
12583,0.9941131255153108,0.031320471059884725,0.040436625071160706,E
12584,0.9915968263362721,0.015660235529942362,0.021783258065806325,E
12585,0.37295201722697136,0.012027060886995736,0.02209639165167394,E
12586,0.9548368965395303,0.001378100726634928,0.015743261469891898,E
12587,0.9812338427350237,0.00037584565271861676,0.015616612571894126,E
12588,0.8957206163444054,0.0011275369581558504,0.015866456947743936,E
12589,0.9246766685836698,0.004259584064144323,0.01738800567277117,E
12590,0.4909612374534011,0.008644450012528185,0.04985966956759831,E
12591,0.15060943947202385,0.0031320471059884726,0.016704968502517736,E
12592,0.7536818556589745,0.0021297920320721615,0.016651229056372324,E
12593,0.7105381195130439,0.002505637684790778,0.016582513043268358,E
12594,0.9007811322229604,0.014783262340265592,0.026809288220154822,E
12596,0.8633381537585358,0.0032573289902280114,0.017287891727525852,E
12597,0.9491584728744066,0.026685041343021788,0.02808814608249128,E
12598,0.9758197049304203,0.016537208719619136,0.025690309614973598,E
12599,0.9223595143840372,0.007642194938611874,0.018747877952608148,E
12600,0.924695280263988,0.00801804059133049,0.02420449321676043,E
12601,0.4931797497473465,0.003507892758707089,0.017116242650690252,E
12602,0.8443914631944716,0.001378100726634928,0.015648750522638137,E
12603,0.9434800492092826,0.0002505637684790778,0.017714036725713686,E
12604,0.7884186958051134,0.0018792282635930837,0.016004875665422084,E
12605,0.02208834220179901,0.0002505637684790778,0.015082742008547916,E
12607,0.8449405077638624,0.025181658732147325,0.015109171244357135,E
12609,0.7913705083036012,0.007391631170132796,0.019080075827239484,E
12610,0.940673407817278,0.01378100726634928,0.022361318311425547,E
12611,0.860676683473014,0.00801804059133049,0.019314309334471313,E
12612,0.8471646035619035,0.002505637684790778,0.017377116827617774,E
12613,0.9169919057802296,0.020295665246805303,0.026452528775711456,E
12614,0.2573418425935749,0.0023803558005512397,0.01622131348720904,E
12615,0.9948855102485217,0.013029315960912046,0.023183091350186837,E
12616,0.7726620472476116,0.004384865948383862,0.017425253275771626,E
12617,0.9224804903061063,0.005136557253821095,0.016362022738657316,E
12618,0.943532161914174,0.001252818842395389,0.015733993617868133,E
12619,0.9573457510464416,0.011776497118516659,0.026437834120601533,E
12620,0.9621996772734632,0.011400651465798039,0.01982911560905381,E
12621,0.9971617187514541,0.05925833124530191,0.0630767189619019,E
12622,0.3786471914043816,0.001252818842395389,0.01574382529358916,E
12623,0.26040904751003635,0.0021297920320721615,0.016184312557076135,E
12624,0.7161607081372127,0.0046354297168629405,0.01736844803827235,E
12625,0.43417513963413157,0.011275369581558501,0.0243217685457912,E
12626,0.9387229037199166,0.03833625657729891,0.03762106572193307,E
12627,0.97311915011623,0.02868955149085441,0.03089105463751157,E
12628,0.9893262013374353,0.005261839138060634,0.017821198467174795,E
12630,0.9756521998075552,0.007892758707090951,0.01958762287171971,E
12631,0.8473525815331185,0.0037584565271861674,0.017366227982464375,E
12633,0.8444249642190446,0.01277875219243297,0.022652533251062052,E
12635,0.7612754212288548,0.01252818842395389,0.02106166945025251,E
12637,0.8205387336984944,0.0492357805061388,0.036087817655187614,E
12638,0.9115963796559444,0.004760711601102479,0.017476138364449646,E
12639,0.36213676979398735,0.002630919569030317,0.01682213811460527,E
12640,0.9382501670398309,0.006514657980456023,0.019248271483929345,E
12641,0.6918575759775318,0.0011275369581558504,0.01576426390261496,E
12642,0.9332454862022308,0.00576296667501879,0.0186797962411636,E
12643,0.6569606753806554,0.002881483337509395,0.02689534181194964,E
12644,0.6540144463862629,0.0037584565271861674,0.016793277389101604,E
12645,0.911534961110894,0.00914557754948634,0.02129495150499521,E
12646,0.9889893299236734,0.005512402906539712,0.0198557562787495,E
12647,0.9410493637597083,0.01591079929842144,0.02804159538848597,E
12648,0.5871650130188704,0.002505637684790778,0.016229947037573387,E
12649,0.7134378193066405,0.004009020295665245,0.01723658377107489,E
12650,0.9923766557416104,0.0023803558005512397,0.01621722576540388,E
12651,0.10484517873727192,0.0010022550739163113,0.015510895628657251,E
12652,0.13748076017547092,0.006264094211976945,0.018331881780971053,E
12653,0.6031077783795554,0.005261839138060634,0.0228964574780906,E
12654,0.9729013934565055,0.0046354297168629405,0.017230487427348232,E
12656,0.9545353873183732,0.016161363066900518,0.029143870716635774,E
12657,0.9708485251173931,0.00689050363317464,0.019168913298539536,E
12658,0.9514830717461664,0.004384865948383862,0.017526741541279027,E
12659,0.922171536412822,0.0005011275369581556,0.015432242222889019,E
12660,0.9705861004249047,0.001503382610874467,0.01597287867060239,E
12662,0.9999050804303766,0.028940115259333488,0.028560172234043914,E
12664,0.9790376644574601,0.0046354297168629405,0.0322489887733892,E
12665,0.13117698405165112,0.00037584565271861676,0.015326771952519698,E
12666,0.038059025082961565,0.0001252818842395389,0.01430769585869732,E
12667,0.8450205379892312,0.004009020295665245,0.017294446178006535,E
12668,0.9814999897635759,0.020922074668003,0.02829975616387042,E
12669,0.5976601395503789,0.01265347030819343,0.020774647949364403,E
12670,0.9734839390504694,0.011651215234277118,0.02563205957925009,E
12672,0.11786218795191486,0.0011275369581558504,0.015905219826930786,E
12673,0.9867205660928686,0.005136557253821095,0.01726058151718966,E
12674,0.9704669856708673,0.011275369581558501,0.021872624121822566,E
12676,0.9356315036190412,0.005512402906539712,0.019800853946228485,E
12678,0.8874626137871605,0.020796792783763462,0.07708840737953597,E
12679,0.8607343796820008,0.00689050363317464,0.01883981645424315,E
12680,0.9999999999999999,0.006389376096216485,0.01814962577083068,E
12681,0.9623392648758509,0.0808068153345026,0.06330760476593122,E
12682,0.9916433555370678,0.0656477073415184,0.058411606451764075,E
12683,0.9896909902716747,0.04522676021047355,0.04407945474019796,E
12684,0.9809099994974846,0.013029315960912046,0.023156450680491148,E
12685,0.9250619303662594,0.01954397394136807,0.025198373439111355,E
12686,0.005356441595616577,0.0007516913054372335,0.015423291521694965,E
12688,0.6967021963643942,0.021297920320721614,0.032283981081600605,E
12689,0.932515908333752,0.008895013781007263,0.019505621762748976,E
12690,0.45017187886773985,0.0018792282635930837,0.01648000284730967,E
12691,0.9254025241160847,0.0038837384114257063,0.018759224904515575,E
12693,0.677991874140373,0.005011275369581556,0.018037389616094204,E
12694,0.8124240410797008,0.004510147832623401,0.018173799711850847,E
12695,0.9812989836161379,0.0032573289902280114,0.017160432332963264,E
12697,0.9441035404999469,0.005261839138060634,0.018418182045633422,E
12700,0.9810142249072672,0.03370082686043597,0.03226347199461266,E
12701,0.7880446010307148,0.006514657980456023,0.017920220004006667,E
12702,0.948829046132772,0.001378100726634928,0.01588090492998631,E
12703,0.8292061932227429,0.002630919569030317,0.016077186054596102,E
12704,0.9812859554399149,0.011150087697318962,0.022935185118296373,E
12705,0.9598490220492577,0.04347281383112,0.03912185868710479,E
12707,0.21962713359650246,0.004009020295665245,0.0172355618406236,E
12708,0.9219463350809701,0.02167376597344023,0.024328816342006995,E
12709,0.9923915450858649,0.03207216236532196,0.0478606326489512,E
12710,0.7426190728777565,0.009771986970684035,0.019093184728200856,E
12712,0.9406380456246731,0.01766474567777498,0.030056243175751066,E
12713,0.9999367202869175,0.0046354297168629405,0.01809937498381209,E
12714,0.9762012443769461,0.032322726133801036,0.0317027140887032,E
12715,0.7161942091617857,0.002505637684790778,0.016356137828817133,E
12716,0.9915223796149987,0.008519168128288646,0.01882156266204425,E
12717,0.5955328244899935,0.00689050363317464,0.018566044810240726,E
12718,0.8101385267366094,0.002255073916311701,0.0159487399685633,E
12719,0.9867019544125502,0.005136557253821095,0.017252053683768552,E
12720,0.9941056808431835,0.044850914557754924,0.03524218782623587,E
12721,0.9168485958417785,0.02042094713104484,0.024373428892052955,E
12722,0.7724163730674096,0.007015785517414178,0.01829593802027052,E
12723,0.9916787177296729,0.008519168128288646,0.017664244045449123,E
12724,0.9869569344329114,0.006514657980456023,0.018743754991821907,E
12725,0.006015295078885607,0.002881483337509395,0.016616694854914946,E
12726,0.925041457517909,0.015409671761463288,0.02430337379766799,E
12727,0.9730800655875614,0.017539463793535447,0.029020463804897263,E
12728,0.8100138284784766,0.005637684790779251,0.018056312948933603,E
12729,0.6970204560978379,0.0031320471059884726,0.016705532326214998,E
12731,0.9382631952160537,0.03457780005011274,0.08133523318426654,E
12732,0.520122018176167,0.001378100726634928,0.015941727411328592,E
12733,0.3732498041120647,0.002630919569030317,0.01646217192288372,E
12734,0.05660556452018158,0.00037584565271861676,0.01549820959546883,E
12735,0.15586165565785776,0.005261839138060634,0.017856296492329442,E
12736,0.10966746510775233,0.00037584565271861676,0.015933763401604746,E
12738,0.003636722334202499,0.001252818842395389,0.015656608815418745,E
12739,0.7909722183447887,0.0046354297168629405,0.018679020983579868,E
12740,0.8309203289800613,0.0032573289902280114,0.016615990075293366,E
12743,0.6412617230321406,0.016662490603858673,0.01703473488745462,E
12744,0.8631445922832252,0.028564269606614873,0.04724849630862862,E
12747,0.9948333975436304,0.01277875219243297,0.02989548294406886,E
12748,0.999944164959045,0.5814332247557001,0.11755628942691372,D
12749,0.9916359108649406,0.02881483337509395,0.02874031390531954,E
12750,0.6565456349095564,0.0017539463793535448,0.01608134425436342,E
12752,0.7829915298242871,0.006514657980456023,0.030497259023954216,E
12753,0.9918294723402513,0.02868955149085441,0.08919564030373886,E
12754,0.36975266938024964,0.00801804059133049,0.025501569632314702,E
12755,0.33236552595678,0.0006264094211976945,0.02287302355567309,E
12756,0.7691425784994148,0.00037584565271861676,0.015504129744290093,E
12757,0.9597615471517615,0.047105988474066635,0.030007155275108072,E
12758,0.6888350390938346,0.012027060886995736,0.024946449963377887,E
12759,0.8608572167721017,0.011776497118516659,0.02050580976271303,E
12762,0.9809658345384397,0.008519168128288646,0.02179936228015941,E
12763,0.6303013044926735,0.0021297920320721615,0.01685025882150628,E
12764,0.15281306242171463,0.005512402906539712,0.021078231771359618,E
12766,0.9915056291027123,0.038712102230017524,0.03973991517624864,E
12769,0.36187062276543525,0.0038837384114257063,0.019139101120546734,E
12770,0.43681613707130323,0.001378100726634928,0.01987154334227287,E
12772,0.8414824575607159,0.006765221748935101,0.018254144588710868,E
12775,0.9548536470518169,0.008268604359809568,0.019870803323670215,E
12778,0.9489462997187774,0.006264094211976945,0.01794319581967015,E
12779,0.9442021824056341,0.01979453770984715,0.028742075854373494,E
12781,0.9440439831229284,0.0036331746429466285,0.01760310441327713,E
12782,0.9888813821778271,0.013279879729391125,0.023120119290998744,E
12783,0.9949860133222408,0.010648960160360807,0.02076104570266792,E
12784,0.976191938536787,0.007266349285893257,0.017133368795494625,E
12785,0.9946323913961923,0.0017539463793535448,0.016186462134921947,E
12787,0.975421414971608,0.0023803558005512397,0.01674306184106409,E
12789,0.8258765636137927,0.00037584565271861676,0.01543284128556736,E
12790,0.48558060067337067,0.002505637684790778,0.016254156217574627,E
12791,0.00017494979499234123,0.0001252818842395389,0.01578787401993786,E
12792,0.31376129031057315,0.003006765221748934,0.016520633392493704,E
12793,0.10478189902418959,0.002881483337509395,0.017031387184252116,E
12794,0.8581864406464209,0.005512402906539712,0.018141168415371736,E
12795,0.9514923775863255,0.0016286644951140057,0.01662613890184411,E
12797,0.03556878225636845,0.0020045101478326226,0.015793441778948338,E
12798,0.9735379129233925,0.0008769731896767723,0.039695549299070224,E
12802,0.5091988229973367,0.0031320471059884726,0.016563061125712774,E
12808,0.9032099565045032,0.0033826108744675503,0.016813504564240925,E
12809,0.5500160991034754,0.0031320471059884726,0.01681600653189753,E
12811,0.30282878929158363,0.0037584565271861674,0.01692345018520727,E
12812,0.881748827929432,0.0017539463793535448,0.015918399205854316,E
12814,0.7292391358969061,0.0001252818842395389,0.015552900494103369,E
12815,0.605750636984759,0.00576296667501879,0.018856695926179973,E
12816,0.7453754627329019,0.003507892758707089,0.017125545741695097,E
12817,0.24730270222986542,0.00037584565271861676,0.01569427928619215,E
12818,0.5230645248344956,0.0018792282635930837,0.020458025704369966,E
12820,0.9922240399629999,0.007266349285893257,0.018429881387351636,E
12821,0.4267993307239758,0.0006264094211976945,0.01543590707692123,E
12822,0.8120853084979072,0.00576296667501879,0.018347563127551186,E
12823,0.8010876665978034,0.0005011275369581556,0.021309469965199737,E
12824,0.841873302847401,0.003006765221748934,0.016508581660964704,E
12826,0.9943699667037039,0.011651215234277118,0.02028267653452107,E
12827,0.986538171625749,0.003006765221748934,0.0166249760154685,E
12828,0.9941838499005207,0.00689050363317464,0.018699001485851637,E
12829,0.13702477400767174,0.001378100726634928,0.01600089366056016,E
12830,0.9007327418541328,0.004760711601102479,0.03888984523568094,E
12831,0.29784085896627005,0.0010022550739163113,0.01586698553246012,E
12832,0.9143118238143894,0.0032573289902280114,0.01645892993662445,E
12833,0.611492340362965,0.002881483337509395,0.016579975836630668,E
12834,0.2438800142193238,0.0021297920320721615,0.016209966535301615,E
12836,0.8421357275398894,0.021799047857679766,0.024316623654553678,E
12837,0.5367124700119301,0.001378100726634928,0.015581725980625958,E
12838,0.9115014600863209,0.015284389877223747,0.01751645175880397,E
12839,0.9946081962117785,0.039463793535454754,0.034785279197566105,E
12840,0.6163741841104641,0.014407416687546975,0.024673982161675382,E
12841,0.9890991388375517,0.05487346529691804,0.02876920986980429,E
12842,0.8126976327803802,0.004134302179904784,0.019052377988111418,E
12843,0.8257183643310868,0.013405161613630664,0.02103199822818403,E
12844,0.9223539308799417,0.006389376096216485,0.016257821071606837,E
12845,0.28450000651408813,0.0032573289902280114,0.01635694832538195,E
12847,0.941086587120345,0.011275369581558501,0.018180389401312613,E
12849,0.9170123786285798,0.006264094211976945,0.018812400526963716,E
12851,0.7426953807670617,0.006138812327737407,0.015585531790582486,E
12852,0.22301073707837565,0.0023803558005512397,0.016165459702198893,E
12853,0.7130265011716053,0.010398396391881731,0.021740090313984606,E
12854,0.7908884657833564,0.014282134803307436,0.01965200449015097,E
12855,0.0026503032773307874,0.0002505637684790778,0.015243431762267964,E
12856,0.9810198084113628,0.0395890754196943,0.022730235204341157,E
12857,0.4369036119687994,0.005637684790779251,0.019008012110933014,E
12863,0.8607939370590194,0.0006264094211976945,0.016885920670358184,E
12864,0.6301728838984769,0.0002505637684790778,0.01562760713399076,E
12865,0.9305058468593719,0.011901779002756198,0.02056441218824734,E
12866,0.241687558277824,0.0031320471059884726,0.01707945315444382,E
12867,0.9306156557732502,0.06890503633174641,0.029156204360013406,E
12868,0.5039466068115027,0.013279879729391125,0.020772286937632112,E
12870,0.019270533801603207,0.0001252818842395389,0.01505666516254949,E
12871,0.7751280948897908,0.001252818842395389,0.016450507820146582,E
12872,0.1260736613083639,0.00814332247557003,0.017223404392151358,E
12873,0.2444551151411603,0.00037584565271861676,0.016427109136710152,E
12875,0.6170460657699559,0.0001252818842395389,0.0163186787919302,E
12876,0.847190659914349,0.010523678276121268,0.02292524772563211,E
12877,0.991699190578023,0.019168128288649455,0.020521068241520213,E
12878,0.9519446414180611,0.006013530443497868,0.018075024847886527,E
12879,0.882028003134207,0.001378100726634928,0.0170563716218371,E
12881,0.2628546223038655,0.0007516913054372335,0.016159292880510077,E
12882,0.9762663852580603,0.001503382610874467,0.020264775132132963,E
12883,0.9353095215495341,0.005136557253821095,0.017588127846318573,E
12884,0.7641900103667059,0.0007516913054372335,0.01619823195460232,E
12885,0.8312478945536639,0.008895013781007263,0.019190796705789565,E
12886,0.8201348602355868,0.010648960160360807,0.01987027473895403,E
12888,0.42681980357232596,0.0007516913054372335,0.016214864753671593,E
12890,0.9361917151966231,0.010147832623402651,0.016449908757468237,E
12891,0.5041494741269726,0.0002505637684790778,0.016275581518070636,E
